fecha_publicacion,fuente,titulo,descripcion,empresa,localizacion,soft_skills,skills_tecnicas,nivel_educativo,experiencia_min_anios,experiencia_max_anios,idioma_principal,certificaciones_list,hybrid_method,hybrid_llm_called,soft_skills_count,skills_tecnicas_count,is_complete
,indeed,,,,,"comunicación, líder","excel, word, power point, office, microsoft office, outlook",,,,ingles,,regex+llm,True,2,6,False
,indeed,,,,,"comunicación, líder, precisión","oracle, excel, word, powerpoint, outlook",,,,,,regex+llm,True,3,5,False
,indeed,,,,,"lider, liderazgo","office, microsoft office, safe",,,,,,regex+llm,True,2,3,False
,indeed,,,,,"iniciativa, precisión, proactiva",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,comunicación,"excel, word, office, outlook",universitario,1.0,,,,regex_only,False,1,4,True
,indeed,,,,,"comunicación, organización, proactiva","excel, word, office, outlook",universitario,1.0,,,,regex_only,False,3,4,True
,indeed,,,,,"comunicación, líder, proactivo",crm,,,,,,regex+llm,True,3,1,False
,indeed,,,,,"comunicación, creativa, creatividad, creativo, proactivo",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, iniciativa, planificación, trabajo en equipo","excel, word, powerpoint, office, microsoft office, outlook",,,,ingles,,regex+llm,True,4,6,False
,indeed,,,,,organización,"office, microsoft office",,3.0,,ingles,,regex+llm,True,1,2,False
,indeed,,,,,"comunicación, lider, liderazgo, organización",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, organización, planificación",,,1.0,,,,regex+llm,True,3,0,False
,indeed,,,,,"lider, liderazgo",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, proactiva",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"atención al detalle, flexible, lider, liderazgo",express,universitario,15.0,,,,regex_only,False,4,1,True
,indeed,,,,,"comunicación, líder, proactiva",,,,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,gestión del tiempo,,,,,,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, iniciativa, líder, proactividad, proactivo, trabajo en equipo",,,,,,,regex+llm,True,6,0,False
,indeed,,,,,"comunicación, flexible, líder, proactivo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,proactivo,,,,,,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, líder, proactiva",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,comunicación,"excel, word, office, microsoft office, outlook",,,,ingles,,regex+llm,True,1,5,False
,indeed,,,,,"lider, líder, resolución de problemas",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, comunicación, lider, liderazgo, organización",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"analítico, colaboración, comunicación, enfoque en resultados, innovación, lider, liderazgo, organización, precisión, resolución de problemas, trabajo en equipo",excel,,3.0,,,,regex+llm,True,11,1,False
,indeed,,,,,"adaptable, flexible, iniciativa, management",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,precisión,,terciario,1.0,,,,regex_only,False,1,0,True
,indeed,,,,,proactiva,,,1.0,,ingles,,regex+llm,True,1,0,False
,indeed,,,,,,"teams, outlook",universitario,,,,,regex+llm,True,0,2,False
,indeed,,,,,comunicación,"vue, office",,,,,,regex+llm,True,1,2,False
,indeed,,,,,"colaboración, comunicación, flexibilidad, iniciativa, lider, liderazgo, management, organización, proactividad","excel, powerpoint, office",universitario,,,ingles,,regex_only,False,9,3,False
,indeed,,,,,"comunicación, proactividad",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, lider, organización, planificación",,terciario,,,ingles,,regex_only,False,4,0,False
,indeed,,,,,"líder, proactiva",crm,,,,,,regex+llm,True,2,1,False
,indeed,,,,,organizacion,,,2.0,,ingles,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, iniciativa, innovacion, proactivo","excel, word, power point, office, outlook",,,,ingles,,regex+llm,True,4,5,False
,indeed,,,,,comunicación,,posgrado,,,,,regex_only,False,1,0,False
,indeed,,,,,"comunicación, líder, orientación a resultados",,secundario,,,,,regex_only,False,3,0,False
,indeed,,,,,"comunicación, proactiva, trabajo en equipo",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, flexible, gestión del tiempo, innovación, líder","office, microsoft office",,18.0,,,,regex+llm,True,5,2,False
,indeed,,,,,"comunicación, líder, planificación, proactiva","teams, salesforce, crm, excel, word, office, microsoft office, outlook",,,,ingles,,regex+llm,True,4,8,False
,indeed,,,,,"organización, proactivo",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,"atención al detalle, comunicación, flexible",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, colaboración, comunicación, precisión, resolución de problemas",excel,,,,,,regex+llm,True,5,1,False
,indeed,,,,,"comunicación, lider, liderazgo, organización, orientación a resultados, resolución de problemas",,,3.0,5.0,,,regex+llm,True,6,0,False
,indeed,,,,,"comunicación, orientación a resultados, proactiva, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, líder, organización",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,lider,,,,,,,regex+llm,True,1,0,False
,indeed,,,,,"atención al detalle, líder, organización, proactividad, proactivo","excel, word, office, microsoft office, outlook",,,,,,regex+llm,True,5,5,False
,indeed,,,,,"comunicación, enfoque en resultados, flexible, precisión",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, lider, liderazgo, líder, proactiva, trabajo en equipo",,,,,,,regex+llm,True,6,0,False
,indeed,,,,,comunicación,crm,,1.0,2.0,ingles,,regex+llm,True,1,1,False
,indeed,,,,,iniciativa,go,,2.0,,,,regex+llm,True,1,1,False
,indeed,,,,,"comunicación, líder, organización",crm,,29.0,,ingles,,regex+llm,True,3,1,False
,indeed,,,,,"atención al detalle, comunicación, lider, liderazgo, organización",crm,,,,,,regex+llm,True,5,1,False
,indeed,,,,,"comunicación, management, trabajo en equipo",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"flexible, organización, precisión, trabajo en equipo",go,,,,,,regex+llm,True,4,1,False
,indeed,,,,,,crm,,,,,,regex+llm,True,0,1,False
,indeed,,,,,"atención al detalle, capacidad de liderazgo, comunicación, lider, liderazgo, líder, organización","excel, word, power point, office, microsoft office, outlook",,,,ingles,,regex+llm,True,7,6,False
,indeed,,,,,"colaboración, comunicación, líder, organización","python, javascript, asp.net, html, css, sql",universitario,,,ingles,,regex_only,False,4,6,False
,indeed,,,,,"colaboración, comunicación, innovacion, lider, orientación a resultados, proactivo, resolución de problemas",,universitario,1.0,,,,regex_only,False,7,0,True
,indeed,,,,,"colaboración, comunicación, flexibilidad, flexible, lider, liderazgo, líder, organización, resolución de problemas",,,,,,,regex+llm,True,9,0,False
,indeed,,,,,"comunicación, planificación","office, microsoft office",universitario,,,,,regex_only,False,2,2,False
,indeed,,,,,"comunicación, organización, planificación","office, outlook",terciario,1.0,,,,regex_only,False,3,2,True
,indeed,,,,,"colaboración, creatividad, iniciativa",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,,"excel, word",,,,ingles,,regex+llm,True,0,2,False
,indeed,,,,,,"office, microsoft office",,1.0,2.0,ingles,,regex+llm,True,0,2,False
,indeed,,,,,"comunicación, trabajo en equipo","excel, word, power point, office, outlook",,,,,,regex+llm,True,2,5,False
,indeed,,,,,"comunicación, organización, proactiva","crm, excel, word, powerpoint, office, microsoft office",,,,,,regex+llm,True,3,6,False
,indeed,,,,,"comunicación, flexibilidad, iniciativa, organización",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"líder, organización",,,100.0,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, flexible, iniciativa, orientación a resultados, proactividad",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, innovación, líder, organizacion, trabajo en equipo",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"atención al detalle, organización",excel,,,,ingles,,regex+llm,True,2,1,False
,indeed,,,,,"comunicación, enfoque en resultados, líder, proactivo",office,,,,ingles,,regex+llm,True,4,1,False
,indeed,,,,,comunicación,express,,,,ingles,,regex+llm,True,1,1,False
,indeed,,,,,"comunicación, innovación, líder, organizacion, organización, trabajo en equipo",,,,,,,regex+llm,True,6,0,False
,indeed,,,,,"comunicación, flexible, lider",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, organización, planificación",,,2.0,,,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, comunicación, management, organización","excel, word, powerpoint, outlook",,,,ingles,,regex+llm,True,4,4,False
,indeed,,,,,"atención al detalle, capacidad analítica, comunicación, líder","excel, office",,,,,,regex+llm,True,4,2,False
,indeed,,,,,"atención al detalle, capacidad analítica, comunicación, líder","excel, office",,,,ingles,,regex+llm,True,4,2,False
,indeed,,,,,"flexible, lider, liderazgo, líder, resolución de problemas",,,3.0,,,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, lider, liderazgo, trabajo en equipo",,,5.0,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, orientación a resultados",,terciario,,,ingles,,regex_only,False,2,0,False
,indeed,,,,,"comunicación, flexible, proactiva",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,proactiva,,,,,ingles,,regex+llm,True,1,0,False
,indeed,,,,,"autodidacta, comunicación, gestión del tiempo, líder, orientado a objetivos",,,2.0,,,,regex+llm,True,5,0,False
,indeed,,,,,"lider, liderazgo, planificación","sap, office, outlook",,,,ingles,,regex+llm,True,3,3,False
,indeed,,,,,"autodidacta, gestión del tiempo, líder",,,2.0,,,,regex+llm,True,3,0,False
,indeed,,,,,"iniciativa, innovación",office,terciario,,,,,regex_only,False,2,1,False
,indeed,,,,,"capacidad analítica, planificación",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, lider, liderazgo, líder","excel, word, power point, office, microsoft office, outlook",posgrado,,,ingles,,regex_only,False,4,6,False
,indeed,,,,,"comunicación, creativo, líder, management, trabajo en equipo",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"creativa, creativo, líder, management",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"atención al detalle, comunicación, creativa, creatividad, creativo, innovación, organización",,,2.0,,,,regex+llm,True,7,0,False
,indeed,,,,,"atención al detalle, comunicación, flexibilidad, flexible",,,18.0,,ingles,,regex+llm,True,4,0,False
,indeed,,,,,"atención al detalle, flexible, organización",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, flexible, innovación",office,,2.0,,,,regex+llm,True,3,1,False
,indeed,,,,,"comunicación, flexible, organización",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"organización, trabajo en equipo","sap, outlook",posgrado,,,ingles,,regex_only,False,2,2,False
,indeed,,,,,"comunicación, lider, organización",crm,posgrado,8.0,,,,regex_only,False,3,1,True
,indeed,,,,,"comunicación, lider, liderazgo, organización, planificación",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, flexible, lider, líder, organizacion",crm,,3.0,,ingles,,regex+llm,True,5,1,False
,indeed,,,,,"atención al detalle, autónomo, colaboración, flexible, líder, organización, precisión, proactiva, trabajo en equipo","android, office",secundario,,,,,regex_only,False,9,2,False
,indeed,,,,,organización,"excel, word, power point, outlook",,,,,,regex+llm,True,1,4,False
,indeed,,,,,proactiva,,,,,,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, management",office,,,,,,regex+llm,True,2,1,False
,indeed,,,,,"comunicación, lider","excel, word, office, microsoft office",,,,,,regex+llm,True,2,4,False
,indeed,,,,,"comunicación, creatividad, iniciativa, organización","office, microsoft office",,,,,,regex+llm,True,4,2,False
,indeed,,,,,líder,r,,,,,,regex+llm,True,1,1,False
,indeed,,,,,,"excel, word, powerpoint, office, microsoft office, outlook",,,,ingles,,regex+llm,True,0,6,False
,indeed,,,,,orientación a resultados,crm,universitario,,,,,regex_only,False,1,1,False
,indeed,,,,,"creativo, líder, management",,,1.0,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, líder",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,,"excel, word, powerpoint",,,,ingles,,regex+llm,True,0,3,False
,indeed,,,,,"comunicación, orientación a resultados, proactividad",,,25.0,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,"flexible, precisión",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,"atención al detalle, comunicación, iniciativa, organización, proactividad, trabajo en equipo",,,,,ingles,,regex+llm,True,6,0,False
,indeed,,,,,"atención al detalle, colaboración, comunicación, creatividad, iniciativa, lider, liderazgo, líder, proactiva, proactividad, proactivo, resolución de problemas, trabajo en equipo",,universitario,20.0,,,,regex_only,False,13,0,True
,indeed,,,,,"capacidad analítica, colaboración, comunicación, creatividad, iniciativa, lider, liderazgo, líder, organización, proactiva, proactividad, proactivo, resolución de problemas, trabajo en equipo",zoho,universitario,3.0,,,,regex_only,False,14,1,True
,indeed,,,,,"atención al detalle, colaboración, comunicación, creatividad, iniciativa, lider, liderazgo, líder, organización, proactiva, proactividad, proactivo, trabajo en equipo",zoho,universitario,3.0,,,,regex_only,False,13,1,True
,indeed,,,,,"comunicación, iniciativa, organización, proactiva","excel, word, office, microsoft office, outlook",,4.0,,ingles,,regex+llm,True,4,5,False
,indeed,,,,,"comunicación, iniciativa, líder, organización, proactiva","oracle, excel, word, office, microsoft office, outlook",,4.0,,ingles,,regex+llm,True,5,6,False
,indeed,,,,,"comunicación, resolución de problemas",office,,,,ingles,,regex+llm,True,2,1,False
,indeed,,,,,"comunicación, lider, liderazgo, organización, orientación a resultados, planificación, resolución de problemas, trabajo en equipo","excel, word, powerpoint, outlook",universitario,5.0,,ingles,,regex_only,False,8,4,True
,indeed,,,,,"comunicación, precisión","excel, word, office, microsoft office, outlook",,,,,,regex+llm,True,2,5,False
,indeed,,,,,"creatividad, iniciativa, proactividad, resolución de problemas",,universitario,20.0,,,,regex_only,False,4,0,True
,indeed,,,,,"creativo, líder, management",,universitario,1.0,,,,regex_only,False,3,0,True
,indeed,,,,,"comunicación, lider, liderazgo",crm,posgrado,2.0,,,,regex_only,False,3,1,True
,indeed,,,,,"colaboración, flexible, lider, liderazgo","teams, office",,,,,,regex+llm,True,4,2,False
,indeed,,,,,"colaboración, flexible, lider, liderazgo",office,,,,,,regex+llm,True,4,1,False
,indeed,,,,,"atención al detalle, flexible",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, lider, líder",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, flexible, iniciativa, organización",,,18.0,,,,regex+llm,True,4,0,False
,indeed,,,,,"analítico, comunicación, flexible, gestión del tiempo, iniciativa, líder, organización","office, microsoft office",,2.0,,,,regex+llm,True,7,2,False
,indeed,,,,,"comunicación, flexible, iniciativa, organización",,,1.0,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, flexible, líder, organización, proactiva",,,,,ingles,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, lider, liderazgo, organización, orientación a resultados",,,1.0,,,,regex+llm,True,5,0,False
,indeed,,,,,management,,secundario,2.0,,ingles,,regex_only,False,1,0,True
,indeed,,,,,"colaboración, flexible, organización",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, organización, proactivo, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"colaboración, trabajo en equipo",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,"adaptabilidad, comunicación, flexibilidad, gestión de equipos, líder, organizacion, organización","oracle, power bi, excel, word, power point, office, microsoft office, outlook, sharepoint",,,,ingles,,regex+llm,True,7,9,False
,indeed,,,,,"atención al detalle, comunicación, detallista, flexible, gestión del tiempo, precisión, trabajo en equipo",,,,,ingles,,regex+llm,True,7,0,False
,indeed,,,,,"comunicación, trabajo en equipo","crm, excel, office, outlook",terciario,,,ingles,,regex_only,False,2,4,False
,indeed,,,,,"comunicación, flexible",crm,,,,,,regex+llm,True,2,1,False
,indeed,,,,,"comunicación, organización, orientación a resultados",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, organización, orientación a resultados, proactiva, proactividad","crm, office, microsoft office",,,,,,regex+llm,True,5,3,False
,indeed,,,,,"analítico, comunicación, organización, orientación a resultados, proactividad","excel, word, powerpoint, office, microsoft office",,,,,,regex+llm,True,5,5,False
,indeed,,,,,,excel,,,,ingles,,regex+llm,True,0,1,False
,indeed,,,,,líder,"salesforce, crm, excel, word, outlook",,,,ingles,,regex+llm,True,1,5,False
,indeed,,,,,organización,,,3.0,5.0,,,regex+llm,True,1,0,False
,indeed,,,,,creativa,"excel, google sheets",,,,,,regex+llm,True,1,2,False
,indeed,,,,,"comunicación, flexibilidad, proactivo","excel, word, powerpoint",,,,ingles,,regex+llm,True,3,3,False
,indeed,,,,,"comunicación, lider, liderazgo, organización",,,2.0,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, lider, liderazgo, orientación a resultados, proactividad",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"organización, trabajo en equipo","excel, outlook",terciario,,,ingles,,regex_only,False,2,2,False
,indeed,,,,,"colaboración, creatividad",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"flexible, organización",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, flexible, lider, organización","excel, word, power point, office, microsoft office, outlook",,,,ingles,,regex+llm,True,4,6,False
,indeed,,,,,"comunicación, proactivo","excel, word, power point, office, microsoft office, outlook",,,,ingles,,regex+llm,True,2,6,False
,indeed,,,,,"capacidad analítica, comunicación, creatividad, flexible, lider, liderazgo",,,5.0,,ingles,,regex+llm,True,6,0,False
,indeed,,,,,"adaptabilidad, comunicación, flexibilidad, gestión de equipos, lider, liderazgo, líder, organización, orientación a resultados, planificación, resolución de problemas",,universitario,,,,,regex_only,False,11,0,False
,indeed,,,,,,"excel, word, outlook",,1.0,,,,regex+llm,True,0,3,False
,indeed,,,,,"comunicación, líder",r,,,,,,regex+llm,True,2,1,False
,indeed,,,,,"colaboración, comunicación, gestión del tiempo, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"atención al detalle, comunicación, creativo, flexible, organización, proactiva, trabajo en equipo",,,2.0,,ingles,,regex+llm,True,7,0,False
,indeed,,,,,"comunicación, líder","excel, office",,3.0,,ingles,,regex+llm,True,2,2,False
,indeed,,,,,"comunicación, lider, liderazgo, líder, orientación a resultados, proactivo",,,,,,,regex+llm,True,6,0,False
,indeed,,,,,"atención al detalle, organización, proactividad",shopify,,,,,,regex+llm,True,3,1,False
,indeed,,,,,"atención al detalle, colaboración, comunicación, orientación a resultados, trabajo en equipo","excel, word",universitario,2.0,,ingles,,regex_only,False,5,2,True
,indeed,,,,,"atención al detalle, comunicación, flexible, organización",,,,,ingles,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, flexibilidad, organización",,,,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, comunicación, flexible",,,,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,"colaboración, creatividad, creativo, flexible, lider, organización",,,,,,,regex+llm,True,6,0,False
,indeed,,,,,"comunicación, innovación",crm,,,,ingles,,regex+llm,True,2,1,False
,indeed,,,,,"comunicación, líder",,terciario,,,ingles,,regex_only,False,2,0,False
,indeed,,,,,comunicación,"excel, word, office, microsoft office",,,,ingles,,regex+llm,True,1,4,False
,indeed,,,,,"comunicación, management, organización","excel, word, powerpoint, outlook",,,,ingles,,regex+llm,True,3,4,False
,indeed,,,,,creativa,,,,,,,regex+llm,True,1,0,False
,indeed,,,,,"organización, orientación a resultados",excel,,,,,,regex+llm,True,2,1,False
,indeed,,,,,organización,"oracle, power bi",,,,,,regex+llm,True,1,2,False
,indeed,,,,,"capacidad analítica, comunicación, flexible, lider, liderazgo, organización","excel, word",,,,,,regex+llm,True,6,2,False
,indeed,,,,,"comunicación, precisión",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"colaboración, comunicación, iniciativa, lider, liderazgo, líder, organizacion, organización, pensamiento crítico",office,,5.0,,ingles,,regex+llm,True,9,1,False
,indeed,,,,,"comunicación, organización",,,,,ingles,,regex+llm,True,2,0,False
,indeed,,,,,comunicación,"office, microsoft office",terciario,2.0,,ingles,,regex_only,False,1,2,True
,indeed,,,,,"colaboración, comunicación, creatividad, organización, proactiva",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"adaptabilidad, flexibilidad, flexible, iniciativa, lider, liderazgo, organización, precisión, trabajo en equipo",,,,,ingles,,regex+llm,True,9,0,False
,indeed,,,,,"adaptabilidad, flexibilidad, flexible, iniciativa, lider, organización, precisión",,,,,ingles,,regex+llm,True,7,0,False
,indeed,,,,,comunicación,vue,,,,,,regex+llm,True,1,1,False
,indeed,,,,,"comunicación, líder, proactividad",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, lider, liderazgo",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, organización, precisión",,,,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,"organización, planificación","crm, excel, word, office, microsoft office",,,,,,regex+llm,True,2,5,False
,indeed,,,,,comunicación,office,,,,ingles,,regex+llm,True,1,1,False
,indeed,,,,,"comunicación, iniciativa, orientación a resultados, planificación","salesforce, crm, office, microsoft office",,,,ingles,,regex+llm,True,4,4,False
,indeed,,,,,"comunicación, flexible, lider, liderazgo, planificación","office, microsoft office",,3.0,,ingles,,regex+llm,True,5,2,False
,indeed,,,,,"comunicación, iniciativa, proactivo, trabajo en equipo","office, microsoft office",,3.0,,ingles,,regex+llm,True,4,2,False
,indeed,,,,,"comunicación, organización, trabajo en equipo",,,1.0,,ingles,,regex+llm,True,3,0,False
,indeed,,,,,"atención al detalle, creativa, creatividad, creativo, iniciativa",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"flexible, precisión",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, resolución de problemas",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"organización, planificación",,universitario,,,,,regex_only,False,2,0,False
,indeed,,,,,flexible,,,1.0,,ingles,,regex+llm,True,1,0,False
,indeed,,,,,flexible,"office, microsoft office",,3.0,,ingles,,regex+llm,True,1,2,False
,indeed,,,,,"flexible, orientación a resultados, proactiva, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, flexible, gestión del tiempo, precisión",excel,,,,,,regex+llm,True,4,1,False
,indeed,,,,,"comunicación, trabajo en equipo","crm, office, microsoft office",,,,ingles,,regex+llm,True,2,3,False
,indeed,,,,,comunicación,"crm, office, microsoft office",,,,ingles,,regex+llm,True,1,3,False
,indeed,,,,,management,"teams, office",universitario,,,ingles,,regex_only,False,1,2,False
,indeed,,,,,"comunicación, flexible, trabajo en equipo",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,,"teams, crm, office, microsoft office, safe",,3.0,,ingles,,regex+llm,True,0,5,False
,indeed,,,,,,,,70.0,,,,regex+llm,True,0,0,False
,indeed,,,,,"iniciativa, organización",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, organización","salesforce, office, microsoft office",,,,ingles,,regex+llm,True,2,3,False
,indeed,,,,,"colaboración, comunicación, lider, líder",oracle,,,,,,regex+llm,True,4,1,False
,indeed,,,,,"comunicación, orientación a resultados","crm, excel",,3.0,,ingles,,regex+llm,True,2,2,False
,indeed,,,,,"atención al detalle, gestión del tiempo",excel,,4.0,,ingles,,regex+llm,True,2,1,False
,indeed,,,,,"colaboración, comunicación, organización, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"comunicación, lider, liderazgo, líder, management","power bi, excel, word, power point, office, microsoft office, outlook",,,,ingles,,regex+llm,True,5,7,False
,indeed,,,,,"comunicación, lider, liderazgo, líder, organización",teams,,,,ingles,,regex+llm,True,5,1,False
,indeed,,,,,"lider, liderazgo, líder, management, trabajo en equipo","teams, safe",terciario,,,,,regex_only,False,5,2,False
,indeed,,,,,"lider, liderazgo, management, precisión","teams, safe",,,,,,regex+llm,True,4,2,False
,indeed,,,,,"comunicación, iniciativa, lider, liderazgo, management","teams, safe",,,,,,regex+llm,True,5,2,False
,indeed,,,,,"atención al detalle, organización, pensamiento crítico, planificación",salesforce,terciario,,,,,regex_only,False,4,1,False
,indeed,,,,,"comunicación, iniciativa, organizacion, organización",safe,,,,,,regex+llm,True,4,1,False
,indeed,,,,,"colaboración, flexibilidad, innovación",,,,,,,regex+llm,True,3,0,False
,indeed,,,,,"comunicación, proactiva, proactivo",office,,,,,,regex+llm,True,3,1,False
,indeed,,,,,"comunicación, flexible, iniciativa, trabajo en equipo",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,"adaptable, flexible, iniciativa, líder, management",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,"comunicación, flexible","excel, word, outlook",posgrado,,,,,regex_only,False,2,3,False
,indeed,,,,,"lider, liderazgo, líder, precisión, trabajo en equipo",teams,,,,,,regex+llm,True,5,1,False
,indeed,,,,,"comunicación, organizacion","excel, word, power point, office, outlook",,,,ingles,,regex+llm,True,2,5,False
,indeed,,,,,"analítico, comunicación, gestión de equipos, lider, liderazgo, orientación a resultados","crm, office, microsoft office",universitario,5.0,,,,regex_only,False,6,3,True
,indeed,,,,,iniciativa,,terciario,,,,,regex_only,False,1,0,False
,indeed,,,,,"comunicación, lider, liderazgo, orientación a resultados",,,,,,,regex+llm,True,4,0,False
,indeed,,,,,proactiva,excel,,,,,,regex+llm,True,1,1,False
,indeed,,,,,,"excel, word, office, microsoft office",,,,,,regex+llm,True,0,4,False
,indeed,,,,,"comunicación, organización",crm,,,,ingles,,regex+llm,True,2,1,False
,indeed,,,,,"líder, organización",,,,,,,regex+llm,True,2,0,False
,indeed,,,,,"comunicación, líder","crm, excel, word, power point, outlook",,1.0,,ingles,,regex+llm,True,2,5,False
,indeed,,,,,comunicación,"excel, word",,,,,,regex+llm,True,1,2,False
,indeed,,,,,líder,sap,,2.0,3.0,,,regex+llm,True,1,1,False
,indeed,,,,,colaboración,,,3.0,,,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, organización, trabajo en equipo","office, microsoft office",terciario,2.0,,,,regex_only,False,3,2,True
,indeed,,,,,enfoque en resultados,crm,,,,ingles,,regex+llm,True,1,1,False
,indeed,,,,,,"excel, power point, office",,,,ingles,,regex+llm,True,0,3,False
,indeed,,,,,organización,"excel, word",,1.0,,,,regex+llm,True,1,2,False
,indeed,,,,,"comunicación, organización",,posgrado,,,,,regex_only,False,2,0,False
,indeed,,,,,"comunicación, lider, liderazgo, organización, orientación a resultados",,,2.0,,,,regex+llm,True,5,0,False
,indeed,,,,,comunicación,"excel, power point, office",,,,ingles,,regex+llm,True,1,3,False
,indeed,,,,,management,"teams, agile, safe",universitario,,,,,regex_only,False,1,3,False
,indeed,,,,,"colaboración, comunicación, flexible, gestión del tiempo, trabajo en equipo",,,,,,,regex+llm,True,5,0,False
,indeed,,,,,detallista,"excel, word, outlook",,,,ingles,,regex+llm,True,1,3,False
,indeed,,,,,enfoque en resultados,,,3.0,,,,regex+llm,True,1,0,False
,indeed,,,,,"comunicación, flexibilidad, iniciativa, lider, liderazgo, líder, organización, planificación, resolución de problemas, trabajo en equipo","excel, word",universitario,,,,,regex_only,False,10,2,False
,indeed,,,,,comunicación,"crm, office",,20.0,,ingles,,regex+llm,True,1,2,False
,indeed,,,,,flexible,chef,,,,,,regex+llm,True,1,1,False
,indeed,,,,,planificación,lean,universitario,4.0,,,,regex_only,False,1,1,True
,indeed,,,,,"comunicación, lider, liderazgo, orientación a resultados, proactividad",,,5.0,,ingles,,regex+llm,True,5,0,False
,indeed,,,,,"colaboración, comunicación, lider, liderazgo, management, planificación, proactiva","salesforce, crm, office",posgrado,,,ingles,,regex_only,False,7,3,False
